dbms,RAID improves:,Reliability/performance,Only speed,Only storage,Only security,0,Combines disks,storage
dbms,RAID 1 provides:,Mirroring,Striping,Parity,None,0,Duplicates data for reliability,storage
dbms,RAID 5 uses:,Striping with parity,Mirroring,No parity,Only striping,0,Balances performance and redundancy,storage
dbms,SSD vs HDD advantage is:,Lower latency,Higher latency,Same,Only cost,0,SSDs are faster,storage
dbms,Buffer pool caches:,Pages in memory,Queries,Indexes only,Views only,0,Reduces disk I/O,storage
dbms,LRU policy evicts:,Least recently used,Most used,Random,Oldest,0,Common cache policy,storage
dbms,Write-back cache means:,Delay disk writes,Immediate writes,No writes,Only reads,0,Batches writes for performance,storage
dbms,Dirty page is:,Modified in memory,Clean page,Index page,Log page,0,Needs flush to disk,storage
dbms,Checkpoint flushes:,Dirty pages and logs,Only logs,Only pages,Nothing,0,Stabilizes state,storage
dbms,Buffer hit ratio measures:,Cache effectiveness,Index size,Query count,Row count,0,Higher is better,storage
dbms,Page size affects:,I/O and fragmentation,Only speed,Only keys,Only views,0,Trade-offs exist,storage
dbms,Row vs column store differs by:,Storage orientation,Keys,Indexes,Views,0,Column stores good for analytics,systems
dbms,Column store benefits:,Compression and scans,Only writes,Only joins,Only indexes,0,Efficient for aggregates,systems
dbms,Row store benefits:,OLTP workloads,OLAP only,No benefit,Only indexes,0,Better for transactions,systems
dbms,Vectorized execution processes:,Batches of rows,Single row,No rows,Indexes,0,Improves CPU efficiency,optimization
dbms,Predicate evaluation order matters for:,Short-circuiting,Indexing,Sorting,Joins,0,Cheaper predicates first,optimization
dbms,Common table expressions improve:,Readability,Indexing,Sorting,Joins,0,Structure complex queries,sql
dbms,Recursive CTE is used for:,Hierarchies,Sorting,Indexing,Clustering,0,Traverses trees/graphs,sql
dbms,Window function OVER clause defines:,Partition/order,Join,Index,Constraint,0,Specifies computation window,sql
dbms,Analytic functions do not:,Collapse rows,Aggregate only,Sort only,Join,0,Return per-row results,sql
dbms,Data skew affects:,Query plans,Indexes only,Keys only,Views only,0,Leads to poor estimates,optimization
dbms,Statistics refresh is needed for:,Accurate plans,Indexing,Sorting,Joins,0,Keeps optimizer informed,optimization
dbms,Plan cache stores:,Execution plans,Data,Indexes,Views,0,Reuses compiled plans,optimization
dbms,Parameter sniffing may cause:,Suboptimal plans,Better plans always,No effect,Only errors,0,Plan optimized for first params,optimization
dbms,Bind variables help to:,Reuse plans and prevent injection,Sort data,Join tables,Index data,0,Improve performance/security,security
dbms,Connection pooling improves:,Throughput,Latency only,Security only,Nothing,0,Reuses connections,systems
dbms,ACID atomicity ensures:,All or nothing,Partial commits,Only reads,Only writes,0,Transaction completes fully or not,transactions
dbms,Consistency constraints include:,Keys, checks, FKs,Only keys,Only checks,Only FKs,0,All enforce validity,keys
dbms,Isolation anomalies include:,Dirty, non-repeatable, phantom,Only dirty,Only phantom,Only non-repeatable,0,Common concurrency issues,transactions
dbms,Durability relies on:,Logs and stable storage,Indexes,Views,Constraints,0,Persists commits,transactions
dbms,Serial schedule executes:,One after another,Parallel,Random,Partial,0,No interleaving,transactions
dbms,Interleaved schedule may be:,Serializable or not,Always serializable,Never serializable,Only serial,0,Depends on conflicts,transactions
dbms,Conflict graph cycle implies:,Not serializable,Serializable,Deadlock only,No issue,0,Cycle means conflict,transactions
dbms,Recoverable schedule ensures:,Commit order respects dependencies,Any order,No order,Only serial,0,Avoids cascading aborts,transactions
dbms,Strict schedule ensures:,No read/write of uncommitted data,Any read,Any write,No locks,0,Prevents dirty reads/writes,transactions
dbms,View serializability is:,More general than conflict,Same as conflict,Less general,Irrelevant,0,Allows more schedules,transactions
dbms,Lock granularity trade-off is:,Concurrency vs overhead,Only speed,Only memory,Only keys,0,Finer locks increase concurrency but overhead,transactions
dbms,Intention locks are used for:,Multi-granularity locking,Indexing,Sorting,Views,0,Coordinate hierarchical locks,transactions
dbms,Deadlock timeout strategy is:,Abort after wait,Wait forever,Ignore,Retry always,0,Simple detection alternative,transactions
dbms,Starvation occurs when:,Transaction waits indefinitely,Immediate abort,No wait,Always commit,0,Unfair scheduling,transactions
dbms,Priority inversion can be handled by:,Priority inheritance,Ignore,Timeout only,No method,0,Boosts priority to avoid inversion,transactions
dbms,Snapshot isolation provides:,No dirty reads and consistent snapshot,Serializable always,No anomalies,Only locks,0,Prevents many anomalies but not all,transactions
dbms,Write skew is possible under:,Snapshot isolation,Serializable,Strict 2PL,Repeatable read only,0,Known anomaly in SI,transactions
dbms,Serializable via SSI uses:,Detect dangerous structures,Locks only,No control,Indexes,0,Modern approach to serializability,transactions
dbms,Foreign key index helps in:,Join performance,Only inserts,Only deletes,Only selects,0,Speeds joins and FK checks,indexing
dbms,Covering index avoids:,Table lookup,Index scan,Join,Sort,0,All needed columns in index,indexing
dbms,Partial index indexes:,Subset of rows,All rows,Columns only,Keys only,0,Filtered index improves performance,indexing
dbms,Functional index indexes:,Expression results,Only columns,Only keys,Only views,0,Useful for computed predicates,indexing
dbms,Descending index supports:,ORDER BY DESC efficiently,ASC only,No order,Random,0,Optimizes descending sorts,indexing
dbms,Index-only scan requires:,Visibility map/covering index,Table scan,Join,Sort,0,Reads only index pages,indexing
dbms,Hot updates avoid:,Index updates when key unchanged,All updates,No updates,Deletes,0,Improves update performance,indexing
dbms,VACUUM/garbage collection removes:,Dead tuples,Indexes,Views,Keys,0,Reclaims space (MVCC),storage
dbms,MVCC allows:,Readers don’t block writers,No concurrency,Only writers,Only readers,0,Improves concurrency,transactions
dbms,Write amplification refers to:,Extra writes vs user writes,Only reads,Only deletes,Only indexes,0,Affects SSD endurance,storage
dbms,Query parallelism uses:,Multiple cores,Single core,No cores,Only GPU,0,Splits work across CPUs,optimization
dbms,Vector indexes support:,Similarity search,Exact match only,Sorting,Joins,0,Used in modern search,advanced
dbms,JSON data type supports:,Semi-structured data,Only structured,Only unstructured,None,0,Flexible schema support,advanced
dbms,Schema-on-read is typical of:,Data lakes,OLTP DBs,Indexes,Views,0,Applies schema at query time,systems
dbms,Schema-on-write is typical of:,Warehouses/OLTP,Data lakes,Indexes,Views,0,Validates on ingestion,systems
dbms,Upsert operation means:,Insert or update,Only insert,Only update,Delete,0,Merge-like behavior,sql
dbms,MERGE statement is used to:,Synchronize tables,Only select,Only delete,Only index,0,Combines insert/update/delete,sql
dbms,Window function LAG returns:,Previous row value,Next row value,Aggregate,Index,0,Access prior row,sql
dbms,LEAD returns:,Next row value,Previous row,Aggregate,Index,0,Access next row,sql
dbms,NTILE distributes rows into:,Buckets,Tables,Indexes,Views,0,Creates equal groups,sql
dbms,PERCENT_RANK computes:,Relative rank,Absolute rank,Index,Key,0,Normalized ranking,sql
dbms,CUME_DIST computes:,Cumulative distribution,Rank,Index,Key,0,Proportion of rows ≤ current,sql
dbms,ROLLUP generates:,Subtotals,Only totals,Only details,None,0,Hierarchical aggregates,sql
dbms,CUBE generates:,All combinations of aggregates,Only totals,Only details,None,0,All dimension combos,sql
dbms,GROUPING SETS allows:,Custom aggregates,Only totals,Only details,None,0,Flexible grouping,sql
dbms,Window frame ROWS BETWEEN defines:,Row-based frame,Range-based,Partition,Index,0,Uses physical row counts,sql
dbms,RANGE BETWEEN defines:,Value-based frame,Row-based,Partition,Index,0,Uses order value ranges,sql
dbms,Collation affects:,Sorting/comparison rules,Indexing only,Keys only,Views only,0,Locale-specific ordering,basics
dbms,Case sensitivity depends on:,Collation/settings,Index,Key,View,0,Affects comparisons,basics
dbms,Data type DECIMAL is:,Exact numeric,Approximate,String,Date,0,Fixed precision,basics
dbms,FLOAT is:,Approximate numeric,Exact,String,Date,0,May have rounding errors,basics
dbms,CHAR vs VARCHAR differs by:,Fixed vs variable length,Speed only,Keys,Indexes,0,CHAR padded; VARCHAR variable,basics
dbms,DATE vs TIMESTAMP differs by:,Time component,Only date,Only time,None,0,TIMESTAMP includes time,basics
dbms,Normalization vs denormalization trade-off is:,Integrity vs performance,Only speed,Only storage,Only keys,0,Balance needed,normalization
dbms,Data integrity constraints include:,Entity, domain, referential,Only entity,Only domain,Only referential,0,All enforce correctness,keys
dbms,Entity integrity requires:,Primary key not null,Foreign key exists,Check valid,Index present,0,PK must be non-null,keys
dbms,Referential integrity requires:,FK matches PK or null,PK matches FK,Check only,Index only,0,Maintains relationships,keys
dbms,Domain integrity requires:,Valid attribute values,Keys,Indexes,Views,0,Value constraints,keys
dbms,Triggers can be:,BEFORE/AFTER/INSTEAD OF,Only AFTER,Only BEFORE,Only INSTEAD,0,Different firing times,triggers
dbms,Row-level trigger fires:,Per row,Per statement,Per table,Per index,0,Executes for each affected row,triggers
dbms,Statement-level trigger fires:,Once per statement,Per row,Per table,Per index,0,Executes once,triggers
dbms,Recursion in triggers may cause:,Infinite loops,Better performance,No effect,Indexing,0,Needs safeguards,triggers
dbms,Constraint deferrable means:,Checked at commit,Always immediate,Never checked,Only on select,0,Delay enforcement,keys
dbms,Check constraint example salary>0 enforces:,Positive salary,Uniqueness,FK,Index,0,Value validation,keys
dbms,Default constraint NOW() sets:,Current time,Zero,Null,Index,0,Auto timestamp,keys
dbms,Sequence generates:,Incremental numbers,Random strings,Dates,Indexes,0,Used for IDs,advanced
dbms,Auto-increment is:,Automatic key generation,Indexing,Join,Sort,0,Simplifies PK creation,advanced
dbms,UUID is:,Globally unique identifier,Index,Key only,View,0,Unique across systems,advanced
dbms,Sharding key should be:,Evenly distributed,Sequential only,Random only,Null,0,Avoid hotspots,distributed
dbms,Hotspot occurs when:,Uneven load on shard,Even load,No load,All equal,0,Skewed distribution,distributed
dbms,Consistent hashing helps:,Even distribution with minimal rebalancing,Sorting,Indexing,Joins,0,Useful for scaling,distributed
dbms,Leader-follower replication uses:,Primary handles writes,All write,No writes,Random writes,0,Followers read scale,distributed
